Location,Shot,Offside,AirDuelWon,GroundDuelWon,Corner,CrossAcc,Foul,Tackle,SprintD,Cross,OppRank,LSRD,TackleWon,HSRE,MSRD,FwdPass
0,6,0,32.35,36.54,2,23.08,16,44,918.5,13,0,96220.3,43.18,389.4,17453.7,329
1,5,1,48.15,43.86,3,11.11,21,35,1365.1,18,0,88575.3,42.86,412.5,15664,226
0,14,4,51.85,56.14,5,25.93,19,35,1359.6,27,1,88819.5,48.57,360.8,14217.5,363
1,12,5,51.35,68,4,11.76,21,30,895.4,17,0,90794,53.33,254.1,13268.2,329
0,12,2,48.65,32,4,16.67,11,32,999.9,12,1,88619.3,50,267.3,12210,277
1,9,3,52.63,41.86,3,20,21,55,1680.8,15,0,88033,36.36,444.4,16640.8,238
0,16,1,47.37,58.14,7,25,13,42,1686.3,24,1,88585.2,45.24,396,14927,350
1,11,0,56.52,41.03,4,41.18,15,33,1186.9,17,0,91099.8,42.42,401.5,15705.8,290
0,5,2,43.48,58.97,6,22.73,12,46,906.4,22,1,90238.5,32.61,308,13983.2,362
1,9,1,39.02,51.61,4,21.43,25,25,1337.6,14,1,85543.7,52,214.5,9289.5,256
0,13,0,60.98,48.39,3,26.32,18,43,1274.9,19,1,86970.4,48.84,313.5,11526.9,272
1,8,5,55.88,38.89,2,25,21,51,1063.7,4,1,93794.8,25.49,342.1,13875.4,249
0,16,3,44.12,61.11,6,13.51,19,32,1376.1,37,1,90850.1,59.38,334.4,12619.2,436
1,11,0,39.29,45.83,8,26.32,16,37,1156.1,19,0,80549.7,45.95,309.1,12094.5,278
0,14,3,60.71,54.17,6,36.84,11,45,1236.4,19,1,86599.7,40,269.5,10969.2,298
1,13,5,52.63,64.29,5,30.77,16,34,1134.1,26,0,86729.5,32.35,288.2,12201.2,249
0,13,2,47.37,35.71,3,33.33,20,36,759,30,1,86920.9,33.33,317.9,14461.7,374
1,15,4,68.18,65,4,28.57,19,14,1087.9,14,1,91159.2,50,249.7,9808.7,316
0,18,1,31.82,35,5,25,12,20,871.2,28,1,88969.1,60,235.4,9830.7,292
1,6,0,54.35,48.65,6,12.5,21,37,899.8,8,1,91370.4,43.24,335.5,15961,262
0,17,4,45.65,51.35,4,22.22,15,50,974.6,18,1,89764.4,44,410.3,17814.5,357
1,14,4,40,50,13,24.24,14,23,1400.3,33,0,88029.7,39.13,322.3,14032.7,334
0,7,2,60,50,0,22.22,26,18,1262.8,9,0,83498.8,61.11,280.5,12249.6,286
1,4,7,45.45,37.5,3,15.79,12,37,1014.2,19,0,93238.2,37.84,331.1,15189.9,305
0,15,2,54.55,62.5,6,12,11,26,1185.8,25,0,89714.9,38.46,322.3,13862.2,422
1,12,5,39.13,46.15,3,33.33,12,23,1590.6,15,0,91127.3,52.17,424.6,15369.2,322
0,17,2,60.87,53.85,5,47.83,22,45,1713.8,23,0,91136.1,53.33,380.6,13915,382
1,10,1,58.06,54.29,3,8.33,13,50,1596.1,12,1,92935.7,34,364.1,15000.7,300
0,15,1,41.94,45.71,4,20,16,38,1365.1,30,0,92691.5,44.74,431.2,18390.9,412
1,16,1,47.62,48.28,6,15.38,8,32,1940.4,13,1,91510.1,59.38,346.5,13539.9,347
0,16,0,52.38,51.72,5,22.58,17,35,2135.1,31,0,88709.5,34.29,423.5,13282.5,335
1,5,3,50,39.47,6,6.25,9,19,1298,16,0,88616,52.63,324.5,12211.1,364
0,17,0,50,60.53,7,25,17,35,1883.2,20,0,90073.5,51.43,364.1,13227.5,314
1,8,0,53.13,44,5,23.53,12,16,1068.1,17,1,87036.4,56.25,290.4,13057,309
0,15,0,46.88,56,9,20.59,18,19,1185.8,34,0,84299.6,36.84,337.7,13802.8,286
1,11,6,80,88.89,4,7.69,8,29,1216.6,13,0,92210.8,58.62,364.1,14994.1,387
0,12,2,20,11.11,2,0,14,44,1325.5,11,0,92882.9,52.27,388.3,16324,368
1,8,1,50,67.65,2,27.27,9,26,1093.4,11,1,90281.4,34.62,247.5,10259.7,254
0,9,0,50,32.35,5,23.81,24,30,1074.7,21,0,89628,33.33,289.3,13450.8,337
1,9,3,54.55,69.7,2,18.75,29,24,1379.4,16,0,88544.5,58.33,326.7,12263.9,291
0,9,3,45.45,30.3,2,30,22,21,1439.9,10,1,84625.2,52.38,287.1,10683.2,314
1,11,4,43.59,58.06,4,16.67,9,46,1727,18,0,88330,63.04,387.2,14165.8,247
0,11,0,56.41,41.94,15,11.76,10,35,1567.5,34,1,86733.9,54.29,387.2,13058.1,374
1,7,5,60.98,48.28,2,18.18,19,34,1171.5,11,0,85929.8,55.88,291.5,12053.8,259
0,14,2,39.02,51.72,3,52.63,15,31,980.1,19,1,87849.3,51.61,253,10536.9,305
1,13,5,41.18,45.16,3,33.33,22,35,948.2,12,1,91642.1,48.57,332.2,13329.8,294
0,7,4,58.82,54.84,1,25,26,35,1027.4,8,1,89123.1,40,260.7,11915.2,280
1,13,0,42.42,63.16,1,43.75,21,37,908.6,16,0,86255.4,51.35,277.2,10710.7,260
0,8,1,57.58,36.84,2,16.67,14,23,904.2,12,1,85785.7,47.83,270.6,11585.2,342
1,7,4,50,41.46,2,0,14,41,1225.4,8,1,92606.8,56.1,332.2,13538.8,265
0,16,1,50,58.54,5,37.5,20,33,718.3,16,1,91473.8,45.45,320.1,13756.6,388
1,16,3,44.07,58.54,6,31.43,16,36,1562,35,1,86709.7,25,321.2,11456.5,331
0,8,0,55.93,41.46,5,33.33,26,38,1322.2,12,1,88146.3,28.95,273.9,11287.1,257
1,12,2,52.94,51.61,7,12.12,13,36,1377.2,33,1,91587.1,47.22,401.5,14955.6,313
0,6,2,47.06,48.39,5,26.67,19,35,1619.2,15,1,86607.4,48.57,364.1,13975.5,295
1,8,3,52.17,54.17,6,14.29,12,49,1413.5,14,0,92671.7,42.86,357.5,13769.8,272
0,13,1,47.83,45.83,5,15,14,44,1809.5,20,1,92912.6,43.18,334.4,12553.2,307
1,9,0,53.06,49.18,0,18.18,19,49,1658.8,11,0,88358.6,42.86,425.7,14336.3,259
0,12,2,46.94,50.82,9,20,22,60,1200.1,25,1,87576.5,40,348.7,13426.6,340
1,9,1,71.05,48.57,5,12.5,20,25,1221,16,0,89025.2,52,370.7,14281.3,271
0,6,1,28.95,51.43,4,9.09,12,27,1258.4,11,1,88106.7,40.74,326.7,13931.5,372
1,18,2,44.68,57.58,5,40.91,17,39,1345.3,22,1,86939.6,46.15,401.5,14668.5,269
0,8,1,55.32,42.42,5,28.57,16,26,1247.4,14,1,86695.4,26.92,355.3,14250.5,281
1,24,1,67.35,52.94,9,25,20,34,1574.1,40,1,89174.8,61.76,471.9,16503.3,332
0,14,1,32.65,47.06,4,42.86,24,29,1448.7,14,1,89320,51.72,361.9,13755.5,259
1,8,5,64.29,50,3,33.33,26,35,1395.9,15,0,86806.5,45.71,312.4,12898.6,283
0,10,1,35.71,50,5,22.22,16,33,1134.1,18,1,84889.2,48.48,287.1,10946.1,309
1,11,5,42.86,44.83,2,7.14,23,25,1359.6,14,0,90484.9,72,324.5,14075.6,239
0,13,1,57.14,55.17,5,31.03,13,18,1197.9,29,1,87041.9,50,343.2,12868.9,377
1,9,3,44,47.5,3,38.46,11,32,1285.9,13,0,87007.8,43.75,382.8,14229.6,273
0,19,3,56,52.5,7,25.81,9,31,1498.2,31,1,85122.4,54.84,335.5,12475.1,369
1,16,1,52.78,56.25,5,33.33,14,43,1229.8,15,1,90057,48.84,332.2,14378.1,297
0,6,1,47.22,43.75,2,13.33,14,31,1633.5,15,1,88268.4,45.16,335.5,12646.7,324
1,7,2,38.24,42.42,3,31.58,21,37,1637.9,19,0,87179.4,40.54,389.4,15270.2,346
0,10,4,61.76,57.58,4,38.46,17,37,1378.3,13,1,88635.8,48.65,387.2,13889.7,232
1,15,4,52,51.11,7,21.05,21,30,1427.8,19,1,88579.7,33.33,410.3,17002.7,303
0,17,0,48,48.89,4,28.57,12,33,1310.1,21,1,86749.3,36.36,391.6,15756.4,341
1,13,0,48.15,53.33,3,16.67,16,17,1809.5,12,0,87674.4,47.06,335.5,12565.3,274
0,16,1,51.85,46.67,8,21.43,10,12,1965.7,28,1,85624,41.67,353.1,11830.5,281
1,5,3,46.88,53.57,2,30,9,46,1160.5,10,0,90592.7,45.65,379.5,17012.6,289
0,8,1,53.13,46.43,4,8.7,20,22,1304.6,23,1,90302.3,40.91,355.3,14480.4,424
1,20,1,48,47.22,4,31.82,25,26,935,22,0,83766.1,34.62,315.7,11621.5,322
0,6,3,52,52.78,3,16.67,9,29,1219.9,24,1,83253.5,34.48,369.6,12467.4,299
1,11,4,50,41.18,4,33.33,27,38,1158.3,15,1,86559,55.26,372.9,15242.7,348
0,13,4,50,58.82,11,27.78,12,39,1145.1,36,1,89203.4,41.03,356.4,15526.5,335
1,11,0,52.38,40.74,2,27.27,20,35,983.4,11,1,92291.1,51.43,338.8,13165.9,324
0,7,1,47.62,59.26,3,22.73,15,20,1259.5,22,1,89040.6,60,297,12084.6,342
1,15,4,58.33,52.17,5,36.84,9,21,882.2,19,0,92447.3,57.14,246.4,10362,293
0,15,2,41.67,47.83,3,26.67,5,18,1009.8,15,1,88490.6,66.67,237.6,10690.9,349
1,7,0,47.37,45.95,1,25,12,41,1521.3,8,0,92737.7,31.71,397.1,16049,211
0,19,5,52.5,54.05,13,15.79,10,40,1464.1,38,1,87610.6,50,306.9,14421,389
1,14,2,58.33,61.76,4,25.81,13,29,1956.9,31,1,87659,48.28,331.1,13323.2,341
0,2,1,41.67,38.24,4,15,27,29,1160.5,20,1,88699.6,24.14,311.3,12293.6,287
1,13,0,51.43,58.06,5,22.58,9,31,1324.4,31,0,87926.3,25.81,316.8,12972.3,376
0,12,3,48.57,41.94,4,35.29,13,21,1238.6,17,1,91414.4,47.62,294.8,11649,271
1,13,1,60.56,52.94,5,14.71,27,45,1508.1,34,1,89677.5,33.33,412.5,17212.8,360
0,7,4,39.44,47.06,3,28.57,21,52,1651.1,14,1,88894.3,34.62,421.3,15550.7,249
1,9,0,61.76,37.5,3,26.32,6,26,688.6,19,1,86682.2,42.31,330,12503.7,323
0,10,1,38.24,62.5,2,30.77,18,36,832.7,13,1,86632.7,41.67,302.5,12892,326
1,5,0,57.69,32.56,1,55.56,16,28,1485,9,1,90491.5,64.29,331.1,13248.4,257
0,19,3,42.31,67.44,6,25.81,10,28,1406.9,31,1,86732.8,64.29,377.3,15001.8,391
1,17,3,43.14,47.5,7,37.5,18,44,1389.3,24,0,90731.3,54.55,372.9,14179,301
0,12,0,56.86,52.5,6,8.7,13,32,1491.6,23,1,88674.3,50,374,13629,290
1,9,1,39.29,40.91,1,18.18,14,25,832.7,11,1,85351.2,52,282.7,11993.3,394
0,17,3,60.71,59.09,7,40.91,12,24,974.6,22,1,86936.3,54.17,275,10773.4,249
1,13,1,66.67,45.95,5,34.78,13,23,636.9,23,0,91879.7,69.57,243.1,11777.7,294
0,14,1,33.33,54.05,5,16,12,20,786.5,25,1,86116.8,55,232.1,12007.6,384
1,7,0,40.74,46.15,2,0,17,26,1114.3,11,1,92481.4,65.38,265.1,10737.1,255
0,14,2,59.26,53.85,4,37.04,10,17,939.4,27,1,87610.6,52.94,239.8,10920.8,411
1,12,1,53.57,52.63,4,14.29,15,40,1351.9,28,0,89940.4,50,352,13997.5,356
0,10,3,46.43,47.37,7,33.33,20,33,1096.7,21,1,91029.4,36.36,324.5,13240.7,304
1,17,4,34.38,34.38,8,22.58,18,49,1680.8,31,0,91653.1,38.78,415.8,15240.5,317
0,16,3,65.63,65.63,1,50,15,41,1650,16,1,92770.7,60.98,440,17301.9,312
1,10,1,39.29,54.55,5,35,15,38,1455.3,20,0,89856.8,42.11,409.2,14197.7,295
0,13,5,60.71,45.45,4,26.67,16,30,885.5,15,1,91993,43.33,321.2,13330.9,358
1,16,0,58.33,51.06,6,38.1,13,25,959.2,21,1,89615.9,32,269.5,12244.1,308
0,12,1,41.67,48.94,5,33.33,5,27,975.7,21,1,88953.7,55.56,298.1,12163.8,331
1,16,3,44.44,50,2,28,17,38,1923.9,25,0,85595.4,60.53,419.1,14340.7,283
0,9,4,55.56,50,6,21.05,9,25,1216.6,19,1,87049.6,64,352,15189.9,380
1,9,6,61.9,55.32,4,38.1,8,58,1527.9,21,1,86637.1,48.28,358.6,13902.9,372
0,8,2,38.1,44.68,4,22.22,20,53,1338.7,18,1,91690.5,47.17,522.5,19738.4,337
1,18,3,61.9,51.16,14,29.79,10,38,1326.6,47,0,85993.6,44.74,328.9,11497.2,294
0,9,2,38.1,48.84,2,20,8,26,1437.7,5,1,86344.5,34.62,295.9,10403.8,309
1,17,1,45.16,46.15,9,20,9,31,2060.3,25,0,87544.6,54.84,366.3,13620.2,273
0,9,2,54.84,53.85,3,14.29,11,19,1668.7,14,1,90250.6,84.21,327.8,14053.6,337
1,10,2,58,53.33,2,36.84,18,28,2075.7,19,1,85309.4,50,379.5,13105.4,368
0,15,2,42,46.67,9,33.33,18,30,1593.9,21,1,89719.3,40,379.5,13918.3,278
1,16,3,46.15,32.56,4,22.73,12,35,1709.4,22,0,87885.6,51.43,409.2,13560.8,330
0,7,2,53.85,67.44,4,8.33,11,43,1532.3,12,1,91223,46.51,424.6,16318.5,407
1,19,2,55.56,46.43,2,25,11,25,1614.8,36,1,87230,76,335.5,12800.7,406
0,14,3,44.44,53.57,8,17.39,10,24,1368.4,23,1,90088.9,25,288.2,12785.3,303
1,6,1,42.86,54.35,3,11.11,15,57,1813.9,9,1,92082.1,26.32,412.5,14280.2,253
0,9,0,57.14,45.65,3,24.32,13,37,1821.6,37,0,85408.4,37.84,371.8,13000.9,427
1,14,2,54.55,53.85,1,33.33,15,23,1679.7,12,0,86981.4,47.83,348.7,12287,328
0,13,4,45.45,46.15,5,34.62,25,42,1810.6,26,0,83728.7,35.71,349.8,12415.7,203
1,20,0,65,43.94,5,20.69,9,32,1923.9,29,0,92787.2,34.38,411.4,15570.5,428
0,13,0,35,56.06,3,18.75,7,80,1801.8,16,0,93476.9,31.25,455.4,16501.1,370
1,13,5,62.5,56.25,4,25.93,10,59,1322.2,27,0,88710.6,52.54,411.4,13457.4,369
0,12,1,37.5,43.75,4,30,11,45,1448.7,20,0,90959,37.78,446.6,17013.7,309
1,9,0,50,48.89,4,14.81,20,34,2256.1,27,1,91358.3,50,350.9,12543.3,358
0,9,4,50,51.11,4,25,16,38,2068,16,0,91425.4,47.37,389.4,14434.2,316
1,6,6,40.74,42.86,3,0,15,37,1831.5,11,0,91286.8,54.05,385,14034.9,287
0,10,1,59.26,57.14,6,19.23,13,27,1391.5,26,0,90666.4,51.85,440,16283.3,420
1,17,3,41.46,43.33,8,40,13,25,1651.1,20,1,89689.6,52,284.9,10478.6,318
0,8,4,58.54,56.67,5,27.27,16,25,1676.4,11,0,89597.2,40,385,13479.4,269
1,17,2,53.49,44.68,4,28.57,27,37,2498.1,14,1,88964.7,54.05,409.2,13247.3,350
0,11,3,46.51,55.32,3,20,20,56,1525.7,10,0,88533.5,33.93,403.7,15691.5,313
1,16,1,61.11,54.17,3,23.81,8,31,1465.2,21,1,87142,41.94,268.4,9771.3,288
0,14,2,38.89,45.83,3,23.53,14,30,1236.4,17,0,85947.4,53.33,242,9895.6,309
1,20,2,40,32.35,7,33.33,12,34,1736.9,24,1,90468.4,52.94,427.9,14792.8,330
0,16,1,60,67.65,2,53.85,11,45,1655.5,13,0,88075.9,51.11,480.7,15591.4,347
1,20,4,40.35,27.78,13,25.58,22,33,2314.4,43,0,88679.8,33.33,352,12863.4,332
0,4,2,59.65,72.22,1,0,15,40,1578.5,4,0,90504.7,50,343.2,12636.8,242
1,27,1,68.42,48.89,6,34.38,17,39,1359.6,32,0,90627.9,48.72,401.5,14743.3,392
0,15,2,31.58,51.11,4,0,11,33,1296.9,16,0,90121.9,36.36,383.9,15855.4,366
1,12,2,57.14,60.71,3,37.5,10,35,1382.7,16,1,84568,51.43,264,9265.3,269
0,3,1,42.86,39.29,6,5.56,32,21,1304.6,18,0,82772.8,47.62,226.6,9616.2,292
1,21,7,62.07,75,7,50,14,37,1603.8,22,0,86792.2,59.46,443.3,14477.1,267
0,5,6,37.93,25,1,14.29,14,37,1222.1,14,0,83550.5,43.24,410.3,13740.1,271
1,10,1,25.93,51.52,5,7.14,20,35,1135.2,14,0,85660.3,37.14,244.2,9215.8,205
0,17,3,74.07,48.48,2,30.43,19,21,1190.2,23,0,83451.5,61.9,210.1,9438,334
1,23,4,33.33,44.44,5,44.44,12,30,1507,18,1,84433.8,53.33,288.2,10386.2,332
0,8,0,66.67,55.56,5,22.22,17,34,1188,9,0,87283.9,50,322.3,12545.5,219
1,12,1,31.58,66.67,4,7.69,18,58,1692.9,13,0,81761.9,36.21,347.6,12973.4,278
0,18,2,68.42,33.33,7,6.67,7,45,1745.7,30,0,82681.5,44.44,379.5,14863.2,366
1,14,3,72.22,54.29,6,18.52,16,20,1098.9,27,1,84211.6,50,257.4,10312.5,305
0,12,2,27.78,45.71,1,28.57,15,28,894.3,7,0,86755.9,50,276.1,11083.6,235
1,12,3,57.69,64.52,2,33.33,14,16,1565.3,15,0,83782.6,43.75,308,11055,286
0,8,2,42.31,35.48,2,16.67,22,46,1582.9,12,0,86583.2,34.78,281.6,11460.9,231
1,26,4,52.94,51.43,9,40,16,14,1812.8,35,0,83689.1,57.14,277.2,9744.9,280
0,11,1,47.06,48.57,2,31.25,13,27,1494.9,16,0,85384.2,40.74,301.4,11763.4,235
1,13,5,65.52,48.28,6,37.5,12,13,1222.1,24,1,87442.3,53.85,266.2,9895.6,402
0,8,4,34.48,51.72,3,12.5,15,25,1009.8,8,0,89655.5,32,309.1,12439.9,199
1,16,2,51.28,62.5,5,25,14,35,2471.7,16,1,73613.1,45.71,413.6,12757.8,334
0,11,1,48.72,37.5,3,23.53,17,45,2051.5,17,0,74016.8,42.22,327.8,11047.3,270
1,18,2,54.17,60,8,53.33,17,19,834.9,15,0,92706.9,42.11,269.5,11683.1,326
0,4,5,45.83,40,1,9.09,20,30,792,11,0,86648.1,53.33,244.2,9418.2,284
1,14,2,45.28,51.72,7,33.33,22,26,1023,18,0,88872.3,42.31,322.3,12761.1,228
0,17,1,54.72,48.28,6,28.57,17,40,1090.1,21,0,87245.4,60,342.1,14210.9,312
1,14,3,54.55,62.5,3,55.56,16,39,1294.7,18,0,92596.9,43.59,319,12413.5,309
0,6,5,45.45,37.5,4,13.33,11,27,1010.9,15,0,89750.1,40.74,269.5,11344.3,359
1,11,3,64.86,45.16,6,44.44,14,29,1151.7,18,1,90522.3,37.93,301.4,10745.9,270
0,11,4,35.14,54.84,4,16.67,11,40,1007.6,18,0,86213.6,57.5,300.3,11282.7,288
1,26,2,45.83,61.11,13,21.62,19,18,1488.3,37,1,88985.6,61.11,357.5,13655.4,399
0,9,3,54.17,38.89,3,31.25,10,27,1647.8,16,0,92588.1,29.63,352,15414.3,223
1,15,3,52.78,64.29,10,32.5,14,18,1212.2,40,1,89420.1,38.89,324.5,12641.2,463
0,4,1,47.22,35.71,0,25,14,33,1108.8,4,0,89192.4,45.45,284.9,12934.9,197
1,15,3,45.71,56.1,4,20,15,25,1576.3,5,0,82699.1,64,381.7,13013,270
0,10,3,54.29,43.59,3,25,23,37,1812.8,20,0,81145.9,67.57,375.1,11086.9,302
1,7,4,58.62,47.37,6,30,22,20,1624.7,20,1,93593.5,40,360.8,13130.7,372
0,11,3,41.38,52.63,1,19.23,20,27,1410.2,26,0,91099.8,66.67,316.8,13486,315
1,11,2,45.24,47.37,4,28.57,13,42,1250.7,14,1,90734.6,42.86,320.1,13378.2,362
0,14,0,54.76,52.63,4,20,13,26,1268.3,25,0,91840.1,50,378.4,16772.8,304
1,13,1,37.84,58.82,8,24.24,15,55,1886.5,33,0,87322.4,36.36,478.5,15898.3,359
0,8,2,62.16,41.18,3,14.29,14,53,1732.5,14,1,85804.4,35.85,440,16434,340
1,7,0,51.72,44.44,3,26.67,16,54,1577.4,15,0,90707.1,37.04,397.1,14627.8,316
0,14,4,48.28,55.56,6,17.65,17,38,1615.9,17,1,90711.5,42.11,361.9,15589.2,375
1,24,1,46.34,55,6,30.3,18,29,1282.6,33,1,88800.8,34.48,353.1,15252.6,339
0,2,4,53.66,45,0,0,16,39,1175.9,12,1,89380.5,30.77,389.4,15973.1,281
1,11,3,40,47.37,7,20,12,40,1797.4,25,0,89691.8,45,391.6,14351.7,267
0,8,0,60,52.63,1,14.29,14,20,1808.4,7,1,93259.1,55,437.8,17123.7,378
1,15,3,46.3,61.76,6,30.3,20,23,1025.2,33,1,90822.6,69.57,280.5,12282.6,375
0,9,4,53.7,38.24,2,0,16,34,861.3,15,1,91041.5,41.18,291.5,12833.7,281
1,18,1,48.89,53.85,9,26.32,10,42,1144,38,1,92424.2,45.24,338.8,13418.9,258
0,17,0,51.11,46.15,5,28.57,17,24,1061.5,14,1,93064.4,25,333.3,13206.6,365
1,12,5,45.95,42.11,3,11.76,10,21,1496,17,1,88426.8,47.62,345.4,12406.9,357
0,11,3,54.05,57.89,2,33.33,13,37,1877.7,15,1,88419.1,37.84,378.4,13676.3,305
1,13,1,45.83,53.19,4,20.59,20,31,1701.7,34,0,87281.7,61.29,377.3,14479.3,324
0,4,1,54.17,46.81,3,20,18,35,1817.2,10,1,90616.9,45.71,355.3,13324.3,387
1,15,4,40,42.42,3,19.23,19,21,1479.5,26,0,86892.3,47.62,306.9,11300.3,245
0,11,1,60,57.58,4,40,24,37,1542.2,20,1,87927.4,35.14,338.8,11866.8,306
1,6,5,36.59,44,3,18.18,14,33,1657.7,11,0,92185.5,42.42,327.8,11974.6,255
0,19,4,63.41,56,8,21.21,11,17,1442.1,33,1,90831.4,47.06,325.6,12279.3,411
1,16,4,59.57,55.56,7,19.35,12,25,1321.1,31,0,87665.6,64,353.1,13156,296
0,7,0,40.43,44.44,4,12.5,16,26,1349.7,16,1,87269.6,34.62,336.6,13598.2,367
1,12,1,60.38,57.14,3,63.64,15,50,1888.7,22,1,92808.1,48,354.2,13490.4,331
0,7,1,39.62,42.86,9,12.5,15,31,1566.4,24,1,89639,45.16,347.6,15072.2,321
1,13,3,40.48,59.62,4,20,7,44,1372.8,20,0,92464.9,40.91,326.7,14834.6,301
0,23,0,59.52,40.38,4,39.39,17,35,1468.5,33,0,88931.7,34.29,357.5,15913.7,426
1,12,8,41.18,31.03,5,14.29,9,37,1310.1,14,0,94842,45.95,369.6,14880.8,300
0,23,0,58.82,68.97,3,33.33,6,19,1359.6,30,0,88997.7,73.68,343.2,14378.1,475
1,24,0,34.15,38.46,14,28,12,27,953.7,50,1,86862.6,51.85,298.1,12475.1,371
0,9,2,65.85,61.54,0,23.08,20,31,1002.1,13,0,90899.6,38.71,293.7,12689.6,250
1,17,3,42.42,63.64,5,23.53,17,44,1695.1,17,0,85764.8,45.45,381.7,13412.3,267
0,20,2,57.58,36.36,8,43.48,19,28,1483.9,23,0,86524.9,50,386.1,13262.7,325
1,7,1,48.78,59.18,8,13.64,14,36,1976.7,22,1,88589.6,41.67,409.2,15414.3,406
0,21,0,51.22,40.82,5,35,20,62,2271.5,20,0,91422.1,48.39,495,16855.3,321
1,8,3,42.11,45.95,3,22.22,16,37,1141.8,9,1,92361.5,43.24,358.6,14360.5,341
0,20,3,57.89,54.05,4,53.33,23,27,1224.3,15,0,90501.4,48.15,352,15274.6,384
1,12,0,25,47.06,4,15.38,14,20,1202.3,13,1,92579.3,50,358.6,14633.3,326
0,13,0,75,52.94,6,13.33,13,35,1171.5,30,0,88798.6,62.86,361.9,14366,399
1,11,5,42.11,31.82,3,36.36,13,19,1406.9,11,0,87022.1,36.84,334.4,13024,265
0,24,1,57.89,68.18,3,27.59,19,26,1349.7,29,0,82975.2,50,330,11607.2,363
1,12,2,43.9,67.57,6,34.78,13,34,1541.1,23,0,89538.9,55.88,360.8,14252.7,354
0,9,2,56.1,32.43,3,15,9,35,1372.8,20,0,89926.1,54.29,382.8,14643.2,339
1,11,3,27.78,40,1,9.09,12,23,1092.3,11,1,90454.1,39.13,336.6,13984.3,370
0,12,0,72.22,60,3,28.57,17,39,1137.4,21,0,88212.3,48.72,346.5,11528,339
1,6,2,35.29,41.67,2,0,20,46,995.5,14,1,92045.8,36.96,294.8,13622.4,363
0,18,0,64.71,58.33,3,23.53,17,42,1081.3,17,0,90385.9,47.62,346.5,14810.4,290
1,10,2,52.94,55.81,3,9.52,10,43,1402.5,21,1,90698.3,41.86,493.9,18810,287
0,18,0,47.06,44.19,6,13.89,19,29,1335.4,36,0,88784.3,55.17,405.9,16107.3,443
1,11,0,58.82,48.57,5,21.43,19,27,1442.1,14,0,86951.7,48.15,381.7,14336.3,290
0,13,3,41.18,51.43,8,18.75,14,32,1182.5,16,1,85842.9,43.75,349.8,12994.3,340
1,9,2,53.85,58.06,4,38.46,14,38,1703.9,13,0,93991.7,57.89,409.2,17309.6,238
0,11,0,46.15,41.94,7,21.05,8,25,1262.8,19,1,89662.1,32,354.2,14523.3,398
1,11,1,55.17,44.83,3,33.33,18,18,1224.3,18,0,93382.3,27.78,341,15240.5,259
0,18,3,44.83,55.17,4,16.13,14,22,1537.8,31,1,90708.2,81.82,368.5,15458.3,414
1,10,0,39.29,53.13,3,5.56,19,36,746.9,18,1,93926.8,61.11,258.5,12491.6,312
0,7,2,60.71,46.88,1,12.5,13,34,958.1,8,1,92592.5,47.06,258.5,11756.8,318
1,6,1,50,44.68,2,5.56,32,30,1017.5,18,0,90874.3,16.67,328.9,14534.3,306
0,4,5,50,55.32,1,25,14,21,798.6,8,1,91505.7,28.57,303.6,13416.7,377
1,14,2,42.37,51.92,8,26.32,23,34,1202.3,19,1,87703,55.88,295.9,12714.9,237
0,9,4,57.63,48.08,7,26.67,21,35,1379.4,15,1,87224.5,62.86,278.3,11976.8,299
1,12,1,45.71,47.5,4,23.53,10,41,728.2,34,1,90688.4,58.54,279.4,13662,356
0,6,2,54.29,52.5,0,28.57,12,29,1069.2,14,1,93611.1,75.86,322.3,15479.2,331
1,12,4,50,52.38,1,27.78,18,28,1358.5,18,1,92494.6,32.14,327.8,14229.6,260
0,15,0,50,47.62,3,17.65,18,17,1054.9,34,1,90019.6,52.94,346.5,13852.3,412
1,13,5,39.22,64.15,4,30,21,31,1163.8,20,0,87336.7,58.06,306.9,13015.2,305
0,8,1,60.78,35.85,1,30,25,45,849.2,10,1,87855.9,44.44,313.5,11676.5,275
1,13,2,47.06,50,7,32,22,28,1185.8,25,0,85486.5,46.43,330,13942.5,257
0,1,2,52.94,50,3,20,20,34,904.2,10,1,84480,55.88,275,11734.8,312
1,14,3,65.22,36,6,13.79,10,26,1475.1,29,0,85993.6,38.46,357.5,13130.7,308
0,11,3,34.78,64,6,33.33,16,22,1629.1,21,1,90296.8,50,370.7,14782.9,314
1,10,2,67.86,44.74,2,13.33,19,30,1226.5,15,0,87047.4,46.67,346.5,13118.6,282
0,4,4,32.14,55.26,2,0,20,34,1453.1,12,1,85076.2,50,332.2,12592.8,317
1,10,2,50,48.57,7,27.78,18,25,926.2,18,1,93239.3,40,313.5,14578.3,251
0,12,1,50,51.43,4,23.33,16,18,982.3,30,1,91206.5,50,320.1,14358.3,338
1,15,4,36.67,53.85,9,19.05,14,18,1401.4,42,0,84849.6,50,363,12559.8,319
0,5,2,63.33,46.15,0,14.29,17,38,1437.7,7,1,83583.5,52.63,386.1,13427.7,351
1,6,1,53.33,46.15,9,20,15,26,1423.4,25,0,86994.6,42.31,349.8,11867.9,291
0,19,2,46.67,53.85,2,23.08,16,42,1348.6,26,1,90099.9,54.76,367.4,15273.5,504
1,11,0,68.57,56,3,33.33,14,45,1135.2,12,1,89760,46.67,294.8,12822.7,272
0,13,2,31.43,44,4,34.62,11,31,1277.1,26,1,89584,58.06,343.2,15197.6,388
