Location,Shot,Offside,AirDuelWon,GroundDuelWon,Corner,CrossAcc,Foul,Tackle,SprintD,Cross,OppRank,LSRD,TackleWon,HSRE,MSRD,FwdPass
0,4,1,60.71,50,2,18.75,21,19,1125.3,16,0,85891.3,78.95,379.5,15647.5,335
1,12,5,56.76,40,3,30,16,20,808.5,10,0,89204.5,45,346.5,13983.2,285
0,13,1,43.24,60,4,30.77,16,23,787.6,26,0,88376.2,43.48,359.7,15666.2,392
1,24,8,35,40.91,8,40.91,20,33,1788.6,22,0,78663.2,45.45,443.3,14164.7,153
0,12,3,65,59.09,2,27.27,15,25,1798.5,11,0,84052.1,64,436.7,14386.9,176
1,12,1,41.67,48.94,6,22.22,25,28,1673.1,18,0,92671.7,57.14,488.4,18427.2,314
0,13,1,58.33,51.06,2,35,20,41,1533.4,20,0,95361.2,68.29,409.2,17339.3,347
1,19,1,63.83,45.24,8,31.03,18,32,1391.5,29,1,90486,56.25,446.6,17600,426
0,9,3,36.17,54.76,5,15.79,19,35,1494.9,19,0,92899.4,48.57,468.6,18364.5,339
1,17,1,52.83,63.16,6,7.14,14,47,2157.1,28,1,94569.2,44.68,491.7,19222.5,444
0,6,1,47.17,36.84,4,28.57,14,30,2024,14,0,94751.8,56.67,488.4,20688.8,338
1,20,2,53.85,53.85,6,42.86,29,36,1575.2,14,0,90549.8,58.33,488.4,17953.1,328
0,21,0,46.15,46.15,10,25.93,16,34,1735.8,27,0,87661.2,52.94,482.9,16392.2,349
1,21,2,63.41,45.28,5,32.14,14,36,1439.9,28,1,86663.5,52.78,356.4,13543.2,421
0,9,2,36.59,54.72,1,50,20,27,1038.4,10,0,90041.6,33.33,298.1,11745.8,300
1,11,3,47.5,48.94,6,26.32,19,28,1576.3,19,0,93108.4,71.43,398.2,15318.6,333
0,11,2,52.5,51.06,3,28.57,14,34,1375,21,0,93163.4,52.94,390.5,14435.3,353
1,15,9,68.18,45.76,5,44.44,18,36,1853.5,18,0,93053.4,44.44,536.8,19114.7,364
0,8,1,31.82,54.24,5,23.08,14,48,1692.9,26,0,88372.9,43.75,424.6,15534.2,434
1,15,0,45.95,46.43,9,4,9,21,1652.2,25,1,86797.7,28.57,381.7,15385.7,358
0,8,2,54.05,53.57,8,20,18,30,1560.9,30,0,88365.2,50,368.5,16085.3,291
1,18,0,51.85,34,5,32,17,28,1171.5,25,1,85956.2,35.71,316.8,12211.1,318
0,5,1,48.15,66,3,25,14,32,1364,16,0,89624.7,43.75,327.8,12236.4,269
1,6,3,56.86,55.77,3,31.25,11,27,932.8,16,0,84283.1,77.78,258.5,12774.3,247
0,11,1,43.14,44.23,6,26.32,15,35,1063.7,19,0,86540.3,51.43,310.2,12051.6,320
1,12,4,56.52,51.16,3,27.27,26,34,1414.6,11,0,88928.4,55.88,350.9,15050.2,282
0,6,2,43.48,48.84,2,16.67,10,26,1513.6,12,0,87639.2,53.85,334.4,14488.1,391
1,8,3,25.64,37.29,1,30.77,27,50,1206.7,13,0,86017.8,44,317.9,11821.7,225
0,12,4,74.36,62.71,3,31.25,22,30,1449.8,16,0,87307,56.67,297,11848.1,345
1,24,1,51.61,41.46,7,27.27,19,25,837.1,22,1,83417.4,48,283.8,11915.2,323
0,4,2,48.39,58.54,1,20,16,21,574.2,10,0,87011.1,52.38,297,12861.2,318
1,14,3,57.14,58.14,8,17.24,12,25,1262.8,29,1,87198.1,60,335.5,13234.1,431
0,11,1,42.86,41.86,2,35.71,11,31,1157.2,14,0,89210,51.61,352,14113,283
1,19,0,65.22,58.33,8,18.75,14,31,1283.7,32,1,85154.3,41.94,402.6,14304.4,380
0,8,3,34.78,41.67,2,25,20,36,1230.9,12,0,87794.3,41.67,366.3,14964.4,280
1,11,1,45.71,53.19,6,37.5,10,41,921.8,16,1,84631.8,60.98,279.4,12182.5,365
0,3,2,54.29,46.81,3,0,20,20,994.4,9,0,92009.5,75,295.9,12846.9,280
1,7,3,54.05,59.38,6,12.5,16,24,1116.5,24,1,87406,50,339.9,14360.5,313
0,3,1,45.95,40.63,1,11.11,17,41,1072.5,9,0,91225.2,46.34,357.5,14506.8,303
1,16,3,34.78,25.81,7,25,19,23,1878.8,20,1,84716.5,56.52,377.3,13798.4,247
0,7,4,65.22,74.19,3,21.05,15,28,1620.3,19,0,83215,42.86,344.3,12251.8,334
1,12,5,54.17,50,1,16.67,13,33,1293.6,6,0,92303.2,57.58,369.6,15434.1,338
0,6,3,45.83,50,4,17.65,18,26,1355.2,17,0,91650.9,46.15,377.3,15541.9,399
1,16,2,56.36,41.03,5,35.71,15,23,1301.3,28,1,87184.9,34.78,343.2,13136.2,320
0,6,2,43.64,58.97,6,15.79,20,30,1340.9,19,0,88937.2,43.33,331.1,14975.4,271
1,8,2,57.14,60,3,16.67,11,22,1553.2,6,1,92627.7,45.45,300.3,11726,351
0,15,1,42.86,40,6,23.53,14,22,1420.1,17,0,90542.1,54.55,304.7,12686.3,345
1,12,1,53.06,53.13,4,18.75,15,49,1465.2,16,0,92514.4,40.82,414.7,14826.9,354
0,12,1,46.94,46.88,3,31.25,23,34,1037.3,16,0,91558.5,41.18,319,14439.7,335
1,14,3,52.73,54.17,4,38.46,13,40,1261.7,13,0,90203.3,45,349.8,13717,316
0,12,0,47.27,45.83,4,30.77,19,31,1293.6,13,0,85416.1,48.39,386.1,13777.5,279
1,11,2,58.54,45.61,4,22.22,17,49,1139.6,9,0,88201.3,44.9,333.3,14467.2,258
0,30,1,41.46,54.39,9,36.59,15,16,1128.6,41,0,86298.3,50,306.9,12079.1,394
1,11,4,37.93,47.22,6,13.33,20,29,1204.5,15,1,90073.5,51.72,271.7,11138.6,305
0,8,0,62.07,52.78,4,21.43,12,15,974.6,14,0,89120.9,53.33,302.5,12587.3,350
1,11,3,50,45.45,6,22.73,15,41,1250.7,22,1,86210.3,48.78,305.8,12463,309
0,14,1,50,54.55,2,40,10,38,1075.8,20,0,85844,42.11,360.8,13163.7,294
1,10,3,40,58.82,4,20,10,24,1548.8,15,1,92286.7,66.67,376.2,15900.5,311
0,9,1,60,41.18,2,33.33,18,30,1412.4,21,0,91718,56.67,422.4,17218.3,343
1,19,2,55.77,54.9,9,35,23,35,2213.2,20,1,91801.6,45.71,448.8,14817,307
0,7,4,44.23,45.1,2,20,18,39,1951.4,20,0,90371.6,41.03,425.7,13642.2,280
1,15,2,66.67,51.85,4,55.56,13,28,1157.2,18,0,93025.9,39.29,390.5,15037,381
0,6,1,33.33,48.15,1,30.77,11,28,1271.6,13,0,87050.7,67.86,349.8,13669.7,370
1,12,4,48.08,56.52,3,36.36,18,28,1364,11,0,91886.3,71.43,348.7,14689.4,304
0,17,1,51.92,43.48,7,18.52,12,14,1423.4,27,0,85565.7,35.71,328.9,13692.8,371
1,16,3,35.9,46.15,6,14.29,20,33,1933.8,14,1,91389.1,66.67,444.4,15939,314
0,19,2,64.1,53.85,6,34.62,18,20,1982.2,26,0,89350.8,70,420.2,16123.8,327
1,16,3,50,56.82,2,30.77,8,28,1463,13,1,88242,57.14,341,13458.5,309
0,5,1,50,43.18,3,13.04,18,30,1694,23,1,86838.4,50,338.8,14426.5,391
1,11,7,56.41,51.92,4,28.57,13,22,1031.8,14,0,78104.4,45.45,284.9,10236.6,258
0,21,0,43.59,48.08,6,19.05,18,31,980.1,21,1,81956.6,61.29,311.3,12384.9,292
1,12,4,51.43,51.43,3,18.18,12,28,829.4,11,0,84993.7,50,236.5,9302.7,257
0,20,2,48.57,48.57,7,16.67,20,19,959.2,30,1,86537,47.37,284.9,12148.4,319
1,14,1,48.65,48.48,8,17.65,15,24,1634.6,34,1,88905.3,54.17,357.5,13442,367
0,11,3,51.35,51.52,3,18.18,18,28,1728.1,11,1,94200.7,53.57,376.2,15182.2,282
1,13,0,58.82,39.02,4,36.84,19,33,1563.1,19,1,83644,48.48,300.3,11371.8,386
0,11,1,41.18,60.98,3,15.38,15,46,1674.2,13,1,86067.3,52.17,366.3,14969.9,254
1,16,3,71.43,43.33,3,12.5,6,31,1017.5,16,1,87388.4,64.52,251.9,10216.8,370
0,10,2,28.57,56.67,1,33.33,17,27,1133,15,1,89608.2,40.74,330,12180.3,248
1,9,1,51.35,39.47,4,25,16,26,1861.2,8,0,86281.8,65.38,335.5,12600.5,293
0,21,5,48.65,60.53,7,21.21,20,20,1761.1,33,1,83366.8,70,386.1,12942.6,351
1,16,0,65.38,44.74,6,12.5,6,32,1424.5,16,1,83529.6,46.88,284.9,11003.3,296
0,5,3,34.62,55.26,3,15,16,34,1387.1,20,1,86622.8,70.59,291.5,11817.3,306
1,6,1,62.5,42.19,3,25,19,36,1237.5,12,0,85156.5,58.33,300.3,11763.4,286
0,14,3,38.1,57.81,3,16.67,19,42,1103.3,18,1,84118.1,66.67,320.1,12679.7,350
1,16,7,36.11,46.15,8,16.67,10,23,1582.9,30,0,82355.9,47.83,343.2,13888.6,353
0,16,1,63.89,53.85,4,20,13,33,1530.1,15,1,83987.2,42.42,357.5,13499.2,273
1,15,2,51.52,44.83,4,16.67,17,17,1087.9,18,1,82293.2,47.06,247.5,11361.9,310
0,13,3,48.48,55.17,5,30,22,26,1317.8,20,1,86565.6,46.15,337.7,13460.7,231
1,15,3,53.33,47.22,8,32.26,14,21,1360.7,31,1,85197.2,61.9,365.2,13905.1,374
0,7,3,46.67,52.78,2,33.33,18,25,1546.6,9,0,87151.9,44,443.3,15528.7,242
1,7,0,43.9,46.15,4,28,21,32,1384.9,25,0,87847.1,59.38,425.7,14909.4,328
0,10,5,56.1,53.85,6,23.08,21,28,1387.1,13,0,85575.6,64.29,425.7,15240.5,320
1,16,0,41.38,48.78,10,17.14,16,41,2042.7,35,0,89315.6,56.1,503.8,18558.1,307
0,10,5,58.62,51.22,7,35,14,18,2050.4,20,0,94352.5,66.67,495,17239.2,385
1,20,0,52.27,50,8,21.43,17,37,1455.3,28,1,93673.8,54.05,349.8,15305.4,437
0,8,2,47.73,50,3,36.36,17,33,1124.2,11,0,92594.7,48.48,346.5,13273.7,266
1,18,1,52.08,50.98,6,20,9,31,2007.5,25,1,94296.4,45.16,455.4,16841,385
0,10,2,47.92,49.02,3,25,20,32,2062.5,16,0,96432.6,43.75,520.3,21711.8,325
1,13,1,54.29,39.53,8,25.81,22,32,1706.1,31,1,90819.3,62.5,342.1,13130.7,351
0,8,1,45.71,60.47,2,10,28,31,1571.9,10,0,93926.8,45.16,392.7,14815.9,266
1,10,3,34.62,38.24,4,18.75,9,26,1791.9,16,0,88744.7,42.31,397.1,11972.4,381
0,9,2,65.38,61.76,2,37.5,19,34,2090,8,0,88169.4,55.88,385,14700.4,294
1,7,3,46.88,53.06,4,26.09,11,46,1430,23,0,89084.6,45.65,277.2,11117.7,349
0,10,8,53.13,46.94,5,22.22,14,27,1241.9,18,0,88256.3,51.85,304.7,13062.5,372
1,19,1,61.54,46.88,10,34.62,16,23,1787.5,26,1,91605.8,78.26,409.2,14173.5,333
0,10,0,38.46,53.13,1,21.43,11,19,1545.5,14,0,90692.8,73.68,401.5,15301,364
1,11,0,36.36,46.15,5,23.53,13,25,1719.3,17,1,89535.6,52,403.7,13898.5,353
0,18,2,63.64,53.85,3,25,18,23,1328.8,16,0,89827.1,60.87,423.5,16526.4,258
1,10,4,69.57,34.55,2,20,17,42,1152.8,5,0,90127.4,42.86,356.4,15192.1,226
0,20,0,30.43,65.45,9,21.05,11,35,1244.1,38,1,88474.1,54.29,398.2,16766.2,439
1,12,4,69.39,43.59,4,8.7,22,34,1633.5,23,0,92994,58.82,427.9,17580.2,261
0,10,5,30.61,56.41,6,25,18,17,1256.2,28,1,92247.1,11.76,404.8,14683.9,339
1,17,2,42.5,47.62,6,38.46,15,24,749.1,26,1,89126.4,50,320.1,13894.1,298
0,7,1,57.5,52.38,3,30,14,27,946,10,1,91485.9,44.44,282.7,12455.3,359
1,15,2,50.79,51.67,11,22.58,22,31,1641.2,31,1,85706.5,45.16,410.3,16412,312
0,9,4,49.21,48.33,9,11.11,17,29,1664.3,27,1,85780.2,55.17,447.7,17154.5,272
1,17,0,38.24,50,2,28.57,18,32,1063.7,14,1,91973.2,40.63,405.9,15921.4,338
0,4,6,61.76,50,1,25,19,41,1124.2,12,1,92907.1,46.34,413.6,16583.6,390
1,10,0,47.37,50,3,0,16,29,1563.1,11,0,86281.8,58.62,394.9,14232.9,255
0,7,2,52.63,50,4,11.76,27,18,1505.9,17,1,83293.1,50,394.9,13941.4,306
1,12,1,61.11,30.61,8,10.42,21,42,1177,48,1,90549.8,47.62,473,17806.8,410
0,10,5,38.89,69.39,1,25,20,42,808.5,16,1,93776.1,57.14,346.5,15761.9,317
1,13,3,53.85,52.63,4,19.23,15,20,1279.3,26,0,88297,70,411.4,18031.2,386
0,2,1,46.15,47.37,4,0,17,13,1273.8,10,1,90003.1,46.15,443.3,17552.7,250
1,12,1,46.67,50,11,22.22,9,23,1731.4,27,0,90178,65.22,404.8,15717.9,296
0,7,3,53.33,50,1,40,14,33,1661,10,1,89115.4,57.58,350.9,13651,301
1,17,2,50,67.44,7,25,15,35,1239.7,28,1,86405,40,381.7,13101,448
0,7,7,50,32.56,3,33.33,12,55,974.6,12,0,91174.6,38.18,360.8,14707,297
1,10,2,45.45,58.97,6,18.52,21,54,1293.6,27,0,82931.2,50,312.4,12778.7,336
0,11,2,54.55,41.03,3,25,10,54,1207.8,12,0,85731.8,38.89,379.5,13997.5,319
1,19,4,52,47.5,6,34.78,10,38,1320,23,1,91694.9,36.84,334.4,13509.1,478
0,9,1,48,52.5,5,41.67,10,31,1235.3,12,0,92316.4,38.71,356.4,15870.8,271
1,18,2,59.46,56.25,8,15,20,49,1542.2,40,0,92424.2,63.27,446.6,16905.9,463
0,9,5,40.54,43.75,1,40,18,57,1817.2,5,0,92688.2,43.86,443.3,17883.8,207
1,19,4,78.57,43.18,9,28.21,13,38,1620.3,39,1,90027.3,50,369.6,14829.1,459
0,5,1,21.43,56.82,2,18.18,7,37,1567.5,11,0,90887.5,27.03,337.7,14298.9,277
1,17,4,54.17,31.03,5,15.38,13,37,1350.8,26,1,87221.2,43.24,343.2,14004.1,407
0,8,1,45.83,68.97,2,50,14,38,1365.1,10,0,92128.3,42.11,375.1,14880.8,269
1,13,0,54.55,54.84,3,31.58,29,42,1102.2,19,0,85869.3,52.38,353.1,13126.3,281
0,11,3,45.45,45.16,4,27.27,14,38,1329.9,11,0,84562.5,60.53,335.5,12410.2,318
1,17,2,45.16,50,6,23.53,21,42,1350.8,34,1,90294.6,52.38,399.3,14760.9,421
0,9,2,54.84,50,2,37.5,20,36,911.9,8,0,93860.8,50,331.1,13654.3,306
1,13,0,41.38,47.5,3,21.74,21,32,889.9,23,1,84913.4,43.75,293.7,12384.9,404
0,8,2,58.62,52.5,3,33.33,23,34,1037.3,9,0,86764.7,38.24,294.8,12534.5,248
1,20,3,34.21,35.71,6,12.5,21,41,1273.8,24,0,91093.2,51.22,410.3,15473.7,351
0,9,4,65.79,64.29,3,30.77,23,33,1107.7,13,0,89707.2,69.7,419.1,15808.1,259
1,20,3,48.15,53.06,5,33.33,11,40,1283.7,30,1,89993.2,40,419.1,15666.2,361
0,4,2,51.85,46.94,2,29.41,30,44,1376.1,17,0,91792.8,54.55,369.6,13879.8,329
1,16,4,45,48.78,6,21.43,23,35,1021.9,28,0,87887.8,65.71,335.5,14434.2,399
0,6,8,55,51.22,0,25,21,40,1377.2,8,0,93119.4,42.5,361.9,15579.3,326
1,16,6,47.22,49.15,7,34.48,23,57,1379.4,29,0,92512.2,43.86,453.2,16633.1,413
0,4,6,52.78,50.85,3,15.38,22,46,993.3,13,0,90117.5,32.61,399.3,16110.6,300
1,8,1,60.87,34.29,4,0,20,42,1095.6,17,0,88544.5,50,302.5,13280.3,279
0,11,3,39.13,65.71,4,11.76,18,27,1207.8,17,1,89085.7,66.67,315.7,12936,335
1,12,1,31.58,46.67,5,20,14,31,749.1,20,1,90059.2,38.71,261.8,12017.5,345
0,3,2,68.42,53.33,2,33.33,14,29,684.2,9,1,89900.8,51.72,304.7,13241.8,278
1,12,0,50,65.79,5,41.18,14,19,1359.6,17,0,83741.9,68.42,264,9711.9,373
0,10,3,50,34.21,3,14.29,14,40,1496,7,1,85401.8,55,302.5,11599.5,196
1,6,2,31.03,60,4,15.38,16,37,1106.6,13,1,84515.2,37.84,312.4,11141.9,274
0,9,1,68.97,40,4,23.53,20,41,1234.2,17,1,87760.2,41.46,313.5,12514.7,284
1,20,3,63.64,36.67,6,16.67,11,20,1315.6,18,0,84944.2,40,282.7,11096.8,319
0,12,1,36.36,63.33,4,27.27,18,46,1185.8,11,1,82627.6,54.35,284.9,10571,285
1,29,2,62.96,50,7,16.67,15,22,1229.8,36,1,89013.1,54.55,303.6,11784.3,387
0,9,3,37.04,50,0,50,11,38,1356.3,10,1,89945.9,52.63,323.4,14096.5,245
1,11,1,40,46.51,7,16.67,16,48,843.7,18,1,89963.5,35.42,221.1,11664.4,297
0,6,2,60,53.49,2,17.65,16,32,803,17,1,89596.1,43.75,209,9885.7,358
1,14,1,45.45,62.96,6,5.56,22,35,987.8,18,1,88807.4,45.71,309.1,12509.2,362
0,9,2,54.55,37.04,3,11.11,15,37,996.6,18,1,87693.1,54.05,292.6,13062.5,310
1,16,4,33.33,44.44,7,29.41,10,31,1377.2,17,0,87780,58.06,306.9,11456.5,291
0,12,4,66.67,55.56,3,26.32,8,34,1252.9,19,1,88037.4,52.94,306.9,12007.6,364
1,12,3,42.31,48.94,4,23.53,22,48,910.8,34,0,92199.8,41.67,375.1,14930.3,379
0,3,5,57.69,51.06,1,18.75,16,60,880,16,1,92524.3,41.67,354.2,14734.5,302
1,10,2,47.06,40,6,14.29,18,43,1237.5,14,1,88138.6,51.16,345.4,12842.5,308
0,4,3,52.94,60,4,25,18,31,1261.7,16,1,87049.6,45.16,320.1,11612.7,310
1,23,1,55.17,45.16,8,31.58,17,33,1412.4,19,1,93423,48.48,378.4,15304.3,410
0,6,3,44.83,54.84,5,44.44,9,33,1291.4,9,0,95389.8,60.61,402.6,16610,274
1,17,5,57.5,54.05,0,40,16,32,1734.7,15,1,88684.2,40.63,380.6,15085.4,346
0,10,4,42.5,45.95,7,15.79,20,42,1592.8,19,0,89538.9,40.48,390.5,16032.5,280
1,17,4,30,66.67,6,30,13,21,1600.5,20,1,89881,57.14,369.6,13326.5,358
0,6,1,70,33.33,4,6.25,19,31,1234.2,16,0,89155,54.84,359.7,14405.6,277
1,21,7,76,42.86,8,30,21,30,1369.5,20,1,88885.5,56.67,341,12857.9,324
0,9,5,24,57.14,1,28.57,18,26,1301.3,14,0,86705.3,46.15,359.7,12948.1,240
1,17,3,57.14,48.28,6,30,19,27,1303.5,20,1,84792.4,48.15,314.6,12648.9,334
0,7,0,42.86,51.72,3,27.27,21,39,1276,11,0,84343.6,51.28,310.2,12294.7,238
1,21,0,48.94,61.02,10,22.73,15,42,1329.9,44,0,93839.9,66.67,434.5,18307.3,440
0,8,0,51.06,38.98,6,33.33,15,47,1146.2,21,0,93695.8,36.17,352,16209.6,219
1,8,3,47.73,43.18,8,9.52,15,50,1455.3,21,1,91230.7,42,477.4,18268.8,296
0,14,2,52.27,56.82,4,28.57,20,36,1579.6,21,1,89431.1,44.44,413.6,15013.9,325
1,10,0,50,55.88,1,0,15,33,867.9,10,0,91526.6,36.36,317.9,12159.4,282
0,17,3,50,44.12,5,15,13,38,929.5,20,1,90543.2,39.47,306.9,11502.7,373
1,14,0,62.07,53.66,8,38.1,15,32,903.1,21,1,92525.4,28.13,286,14458.4,420
0,8,1,37.93,46.34,2,27.27,17,36,1087.9,11,1,97227.9,30.56,324.5,15601.3,251
1,8,4,52,46.67,3,6.67,11,41,1406.9,15,0,92024.9,58.54,376.2,14855.5,294
0,17,1,48,53.33,6,33.33,13,30,1402.5,24,1,90360.6,33.33,380.6,14290.1,395
1,23,6,57.14,53.49,4,29.03,8,36,1015.3,31,1,93485.7,25,368.5,15790.5,357
0,11,0,42.86,46.51,3,20,4,45,916.3,25,1,92005.1,31.11,346.5,16045.7,490
1,13,0,63.16,58.33,2,35,19,30,833.8,20,1,88693,36.67,299.2,13338.6,340
0,14,1,36.84,41.67,6,31.58,12,40,875.6,19,1,88198,35,254.1,10871.3,356
1,7,1,51.85,64.1,4,10,20,33,1369.5,10,1,89084.6,57.58,346.5,13928.2,327
0,15,1,48.15,35.9,9,20,24,41,1557.6,25,1,90072.4,56.1,387.2,15039.2,273
1,10,3,42.86,41.18,2,25,10,34,1455.3,8,0,90831.4,67.65,379.5,15108.5,326
0,19,4,57.14,58.82,9,36,6,28,1233.1,25,1,86535.9,50,316.8,13036.1,380
1,9,3,41.38,51.11,2,21.43,26,38,1135.2,14,1,85761.5,52.63,363,14940.2,333
0,11,2,58.62,48.89,5,12.5,19,35,971.3,24,1,85834.1,45.71,331.1,13675.2,321
1,15,3,48.28,59.38,3,26.67,16,32,1206.7,15,0,89399.2,37.5,317.9,12424.5,324
0,11,1,51.72,40.63,1,30,28,43,1340.9,10,1,89665.4,30.23,376.2,14696,282
1,5,2,60.87,41.86,3,15.38,17,32,1201.2,13,0,92743.2,34.38,368.5,14795,282
0,6,2,39.13,58.14,3,11.11,21,26,1100,18,0,88154,42.31,327.8,13011.9,368
1,12,3,53.85,57.45,3,18.18,28,47,1923.9,11,1,87472,57.45,367.4,14831.3,316
0,14,0,46.15,42.55,4,20,13,39,1464.1,15,0,85422.7,33.33,352,13163.7,302
1,5,2,51.79,41.1,3,10,24,60,1426.7,10,0,94782.6,38.33,436.7,16522,254
0,11,1,48.21,58.9,7,23.33,17,63,1543.3,30,0,92968.7,30.16,360.8,15579.3,442
1,9,1,51.43,60,1,16.67,13,41,893.2,6,0,82960.9,53.66,330,13161.5,219
0,12,0,48.57,40,5,12.5,25,48,937.2,16,0,80978.7,58.33,279.4,12054.9,318
1,10,0,54.55,47.62,1,15.38,21,28,1501.5,13,1,88936.1,46.43,323.4,12122,276
0,6,1,45.45,52.38,6,13.64,30,42,1268.3,22,0,86860.4,40.48,311.3,11586.3,287
1,15,2,52.17,58.33,4,33.33,13,48,1314.5,18,1,91613.5,54.17,418,15242.7,289
0,5,3,47.83,41.67,1,22.22,21,49,930.6,9,0,89771,42.86,368.5,14172.4,326
1,14,5,41.86,61.54,1,27.27,22,35,1772.1,11,0,89545.5,51.43,423.5,15222.9,251
0,16,3,58.14,38.46,5,30,26,41,1716,20,0,87756.9,41.46,433.4,15695.9,320
1,13,3,46.51,43.75,5,28.57,21,40,1712.7,14,1,91384.7,45,430.1,17524.1,285
0,11,0,53.49,56.25,4,25.93,11,61,1397,27,0,90259.4,40.98,402.6,15336.2,378
1,22,3,50,50,6,34.78,19,42,1887.6,23,0,94546.1,42.86,477.4,17147.9,301
0,7,2,50,50,5,22.73,21,32,1545.5,22,0,93294.3,43.75,405.9,15615.6,364
1,5,1,56.25,44.74,3,44.44,14,44,1569.7,9,0,90729.1,38.64,403.7,16387.8,271
0,22,3,43.75,55.26,5,24.44,14,45,1172.6,45,1,88118.8,53.33,365.2,15645.3,403
1,9,3,50,38.46,1,6.67,12,40,1343.1,15,1,89691.8,35,343.2,13655.4,263
0,17,2,50,61.54,5,20,13,24,979,15,1,86339,54.17,290.4,12679.7,369
1,17,0,55.56,54.84,6,16.67,11,28,1489.4,24,0,85842.9,82.14,357.5,13673,351
0,15,4,44.44,45.16,3,28.57,24,46,1402.5,14,1,87541.3,65.22,356.4,13917.2,305
1,14,1,55.56,64.52,5,16.13,16,50,1474,31,1,88790.9,40,493.9,17712.2,312
0,16,2,44.44,35.48,11,13.04,23,39,1710.5,23,1,89051.6,51.28,368.5,15999.5,330
1,18,0,48.84,53.85,10,27.03,18,41,1420.1,37,0,91355,34.15,427.9,16002.8,370
0,10,5,51.16,46.15,2,8.33,19,71,1056,12,1,93283.3,36.62,378.4,15178.9,256
1,13,1,52.78,34.43,3,27.78,19,59,1289.2,18,0,88972.4,55.93,448.8,18012.5,292
0,8,1,47.22,65.57,5,10.53,27,40,1524.6,19,1,86395.1,47.5,447.7,15550.7,291
1,15,3,32.26,47.62,9,25,22,14,997.7,28,1,86951.7,42.86,333.3,13490.4,339
0,7,4,67.74,52.38,5,33.33,17,33,1254,12,1,89600.5,57.58,344.3,14132.8,232
1,11,0,51.72,54.55,2,21.05,18,26,1884.3,19,1,89874.4,69.23,394.9,14422.1,292
0,12,2,48.28,45.45,5,17.65,15,23,1590.6,17,1,88389.4,73.91,337.7,12458.6,335
1,5,0,39.53,50,1,25,19,28,1197.9,8,0,89609.3,42.86,330,13160.4,265
0,22,5,60.47,50,10,28.57,7,30,1289.2,28,1,89725.9,63.33,385,12893.1,398
1,14,4,43.33,52.17,8,25,13,58,1626.9,24,0,89807.3,43.1,495,17726.5,294
0,8,3,56.67,47.83,6,47.37,16,50,1328.8,19,1,89338.7,52,420.2,16539.6,371
1,21,5,57.14,50.88,6,17.65,13,38,1601.6,17,1,84199.5,39.47,425.7,15684.9,322
0,13,1,42.86,49.12,2,29.41,19,51,1688.5,17,1,85894.6,45.1,387.2,15584.8,333
1,12,3,45.65,46,3,20,18,45,1351.9,10,0,88426.8,40,423.5,15622.2,262
0,11,1,54.35,54,5,18.75,23,53,1411.3,16,1,88783.2,54.72,363,14362.7,342
1,8,1,51.22,46.43,3,37.5,18,34,1409.1,8,1,90467.3,67.65,401.5,15262.5,241
0,9,3,48.78,53.57,5,14.81,13,19,1080.2,27,1,88851.4,63.16,311.3,13587.2,379
1,14,4,51.61,50.91,4,33.33,22,55,1679.7,18,0,91377,50.91,422.4,16369.1,286
0,10,3,48.39,49.09,0,33.33,23,51,1596.1,9,1,89532.3,49.02,356.4,15068.9,351
1,22,0,54.17,58.54,10,28.57,15,41,1359.6,35,1,89831.5,41.46,363,15442.9,397
0,11,3,45.83,41.46,3,50,18,45,1051.6,8,1,90244,66.67,374,14226.3,248
1,18,1,58.82,52.5,3,26.32,17,34,1829.3,19,1,88877.8,50,410.3,16546.2,366
0,11,3,41.18,47.5,2,24,11,36,1586.2,25,1,88037.4,41.67,375.1,14963.3,322
1,18,2,67.86,53.33,4,46.15,12,17,1734.7,26,1,88501.6,76.47,335.5,13183.5,346
0,9,2,32.14,46.67,2,57.14,17,44,1448.7,7,1,88603.9,68.18,315.7,12189.1,234
1,10,3,45.16,38.1,3,16.67,21,23,1328.8,12,0,85154.3,56.52,330,13301.2,335
0,9,3,54.84,61.9,1,27.27,14,34,1166,11,1,86153.1,61.76,325.6,11532.4,295
1,11,3,50,50,3,12.5,21,22,1368.4,16,0,90213.2,50,291.5,12012,322
0,9,2,50,50,4,22.22,11,35,1427.8,9,1,88778.8,42.86,291.5,10173.9,262
1,15,1,60.47,41.03,7,25.93,10,23,1625.8,27,0,91953.4,43.48,368.5,14826.9,294
0,5,2,39.53,58.97,0,0,18,37,1174.8,12,1,90898.5,51.35,349.8,14933.6,339
1,25,0,50,51.85,5,35.71,11,24,1614.8,28,0,89279.3,58.33,302.5,12618.1,301
0,4,0,50,48.15,2,13.33,16,21,1128.6,15,1,87815.2,47.62,261.8,11730.4,280
1,12,5,52.94,49.02,4,30.77,22,51,2113.1,13,0,89963.5,27.45,433.4,15066.7,226
0,13,0,47.06,50.98,10,28.89,21,26,1404.7,45,0,89279.3,53.85,379.5,16375.7,399
1,14,4,51.11,62.3,6,16.67,16,37,1910.7,30,1,94158.9,45.95,448.8,16285.5,430
0,9,0,48.89,37.7,0,33.33,20,57,1791.9,9,0,96824.2,42.11,437.8,16661.7,310
1,7,3,54.05,39.39,1,11.76,29,37,1477.3,17,0,84643.9,54.05,368.5,12206.7,231
0,8,1,45.95,60.61,7,17.65,23,39,1288.1,17,0,85285.2,64.1,303.6,12690.7,292
